Timestamp,Temperature (°C),Humidity (%),Pressure (kPa),Gas Resistance (KOhm)
2025-11-15 05:23:55,18.91,50.16,99.94,75.97
2025-11-15 05:24:10,18.91,50.16,99.94,75.83
2025-11-15 05:24:25,18.91,50.22,99.94,76.11
2025-11-15 05:24:40,18.91,50.2,99.94,76.04
2025-11-15 05:24:55,18.91,50.17,99.94,76.46
2025-11-15 05:25:10,18.91,50.19,99.94,76.25
2025-11-15 05:25:26,18.9,50.23,99.94,76.39
2025-11-15 05:25:41,18.9,50.23,99.94,76.04
2025-11-15 05:25:56,18.9,50.22,99.94,76.53
2025-11-15 05:26:11,18.9,50.2,99.94,75.97
2025-11-15 05:26:26,18.89,50.22,99.94,75.97
2025-11-15 05:26:41,18.89,50.21,99.94,75.76
2025-11-15 05:26:56,18.89,50.2,99.93,76.39
2025-11-15 05:27:11,18.89,50.23,99.93,75.97
2025-11-15 05:27:26,18.88,50.22,99.93,76.11
2025-11-15 05:27:41,18.88,50.26,99.93,76.25
2025-11-15 05:27:56,18.88,50.26,99.93,76.32
2025-11-15 05:28:11,18.88,50.26,99.93,76.04
2025-11-15 05:28:26,18.88,50.26,99.93,75.76
2025-11-15 05:28:41,18.88,50.24,99.93,76.25
2025-11-15 05:28:56,18.87,50.29,99.93,75.97
2025-11-15 05:29:11,18.87,50.26,99.93,76.18
2025-11-15 05:29:26,18.87,50.28,99.93,75.97
2025-11-15 05:29:42,18.87,50.25,99.93,76.32
2025-11-15 05:29:57,18.87,50.22,99.93,76.32
2025-11-15 05:30:12,18.86,50.21,99.93,76.18
2025-11-15 05:30:27,18.86,50.24,99.93,76.46
2025-11-15 05:30:42,18.86,50.24,99.93,75.9
2025-11-15 05:30:57,18.86,50.23,99.93,75.97
2025-11-15 05:31:12,18.86,50.24,99.93,76.32
2025-11-15 05:31:27,18.86,50.25,99.93,76.25
2025-11-15 05:31:42,18.86,50.27,99.94,76.25
2025-11-15 05:31:57,18.86,50.26,99.94,76.39
2025-11-15 05:32:12,18.86,50.27,99.94,76.04
2025-11-15 05:32:27,18.86,50.24,99.94,76.11
2025-11-15 05:32:42,18.86,50.22,99.94,76.67
2025-11-15 05:32:57,18.86,50.24,99.94,76.25
2025-11-15 05:33:12,18.86,50.27,99.94,76.04
2025-11-15 05:33:27,18.86,50.3,99.94,76.11
2025-11-15 05:33:42,18.85,50.32,99.94,75.97
2025-11-15 05:33:57,18.85,50.28,99.94,76.25
2025-11-15 05:34:12,18.85,50.23,99.94,76.11
2025-11-15 05:34:27,18.85,50.26,99.93,76.11
2025-11-15 05:34:43,18.85,50.29,99.93,75.97
2025-11-15 05:34:58,18.85,50.28,99.93,76.67
2025-11-15 05:35:13,18.85,50.27,99.93,76.39
2025-11-15 05:35:28,18.85,50.27,99.93,76.39
2025-11-15 05:35:43,18.85,50.27,99.93,76.39
2025-11-15 05:35:58,18.85,50.26,99.93,76.25
2025-11-15 05:36:13,18.85,50.24,99.93,76.39
2025-11-15 05:36:28,18.84,50.23,99.93,76.25
2025-11-15 05:36:43,18.84,50.25,99.93,76.39
2025-11-15 05:36:58,18.84,50.28,99.93,76.53
2025-11-15 05:37:13,18.84,50.31,99.93,76.18
2025-11-15 05:37:28,18.84,50.3,99.93,76.04
2025-11-15 05:37:43,18.84,50.29,99.93,76.6
2025-11-15 05:37:58,18.84,50.31,99.93,76.39
2025-11-15 05:38:13,18.84,50.29,99.92,76.25
2025-11-15 05:38:28,18.84,50.26,99.92,76.39
2025-11-15 05:38:43,18.84,50.27,99.92,76.46
2025-11-15 05:38:58,18.84,50.28,99.92,76.39
2025-11-15 05:39:13,18.84,50.28,99.92,76.46
2025-11-15 05:39:28,18.83,50.26,99.92,76.53
2025-11-15 05:39:43,18.83,50.3,99.92,76.46
2025-11-15 05:39:59,18.83,50.29,99.92,76.32
2025-11-15 05:40:14,18.83,50.29,99.92,76.32
2025-11-15 05:40:29,18.83,50.3,99.92,76.04
2025-11-15 05:40:44,18.82,50.31,99.92,76.39
2025-11-15 05:40:59,18.82,50.32,99.92,76.53
2025-11-15 05:41:14,18.82,50.33,99.92,76.32
2025-11-15 05:41:29,18.82,50.32,99.92,76.81
2025-11-15 05:41:44,18.82,50.26,99.92,76.32
2025-11-15 05:41:59,18.82,50.22,99.92,76.39
2025-11-15 05:42:14,18.81,50.25,99.92,76.39
2025-11-15 05:42:29,18.81,50.27,99.92,76.74
2025-11-15 05:42:44,18.81,50.29,99.92,76.46
2025-11-15 05:42:59,18.81,50.27,99.92,76.95
2025-11-15 05:43:14,18.81,50.27,99.92,76.6
2025-11-15 05:43:29,18.81,50.28,99.92,76.67
2025-11-15 05:43:44,18.81,50.28,99.92,76.67
2025-11-15 05:44:00,18.81,50.28,99.92,76.74
2025-11-15 05:44:14,18.81,50.28,99.92,76.39
2025-11-15 05:44:29,18.81,50.31,99.92,76.32
2025-11-15 05:44:44,18.81,50.3,99.92,76.53
2025-11-15 05:45:00,18.81,50.33,99.92,76.74
2025-11-15 05:45:15,18.81,50.34,99.92,76.6
2025-11-15 05:45:30,18.81,50.33,99.92,76.88
2025-11-15 05:45:45,18.81,50.34,99.92,76.53
2025-11-15 05:46:00,18.81,50.34,99.92,76.6
2025-11-15 05:46:15,18.8,50.34,99.92,76.32
2025-11-15 05:46:30,18.8,50.28,99.92,76.6
2025-11-15 05:46:45,18.8,50.28,99.92,76.74
2025-11-15 05:47:00,18.8,50.29,99.92,76.53
2025-11-15 05:47:15,18.8,50.28,99.92,76.67
2025-11-15 05:47:30,18.8,50.29,99.92,76.6
2025-11-15 05:47:45,18.8,50.32,99.92,76.67
2025-11-15 05:48:00,18.8,50.33,99.92,76.6
2025-11-15 05:48:15,18.8,50.33,99.92,76.81
2025-11-15 05:48:30,18.8,50.31,99.92,76.88
2025-11-15 05:48:45,18.8,50.32,99.92,76.67
2025-11-15 05:49:00,18.79,50.32,99.92,76.74
2025-11-15 05:49:16,18.79,50.29,99.92,76.53
2025-11-15 05:49:31,18.79,50.29,99.92,76.53
2025-11-15 05:49:46,18.79,50.29,99.92,76.53
2025-11-15 05:50:01,18.79,50.31,99.92,76.67
2025-11-15 05:50:16,18.79,50.32,99.92,76.95
2025-11-15 05:50:31,18.79,50.32,99.92,76.67
2025-11-15 05:50:46,18.79,50.31,99.91,76.67
2025-11-15 05:51:01,18.79,50.36,99.91,76.6
2025-11-15 05:51:16,18.79,50.37,99.91,76.53
2025-11-15 05:51:31,18.79,50.35,99.91,76.81
2025-11-15 05:51:46,18.79,50.32,99.91,76.95
2025-11-15 05:52:01,18.79,50.35,99.91,77.02
2025-11-15 05:52:16,18.79,50.33,99.91,76.53
2025-11-15 05:52:31,18.79,50.35,99.91,76.74
2025-11-15 05:52:46,18.79,50.35,99.91,76.6
2025-11-15 05:53:01,18.78,50.32,99.91,76.67
2025-11-15 05:53:16,18.78,50.32,99.91,76.95
2025-11-15 05:53:32,18.78,50.38,99.91,76.67
2025-11-15 05:53:47,18.78,50.36,99.91,77.23
2025-11-15 05:54:02,18.78,50.34,99.91,76.88
2025-11-15 05:54:17,18.78,50.36,99.91,76.95
2025-11-15 05:54:32,18.77,50.41,99.91,76.81
2025-11-15 05:54:47,18.77,50.38,99.91,76.81
2025-11-15 05:55:02,18.77,50.36,99.91,77.02
2025-11-15 05:55:17,18.77,50.39,99.91,76.67
2025-11-15 05:55:32,18.77,50.43,99.91,76.81
2025-11-15 05:55:47,18.77,50.43,99.91,76.6
2025-11-15 05:56:02,18.77,50.42,99.9,76.95
2025-11-15 05:56:17,18.77,50.37,99.9,76.88
2025-11-15 05:56:32,18.77,50.36,99.9,76.95
2025-11-15 05:56:47,18.77,50.4,99.9,76.67
2025-11-15 05:57:02,18.77,50.4,99.9,76.95
2025-11-15 05:57:17,18.77,50.37,99.9,76.95
2025-11-15 05:57:32,18.77,50.37,99.9,76.95
2025-11-15 05:57:47,18.77,50.29,99.9,77.52
2025-11-15 05:58:02,18.76,50.26,99.9,76.95
2025-11-15 05:58:17,18.76,50.22,99.9,77.02
2025-11-15 05:58:32,18.76,50.21,99.9,77.45
2025-11-15 05:58:48,18.76,50.26,99.9,77.09
2025-11-15 05:59:03,18.76,50.28,99.9,77.16
2025-11-15 05:59:18,18.76,50.28,99.9,77.31
2025-11-15 05:59:33,18.76,50.29,99.9,77.09
2025-11-15 05:59:48,18.76,50.28,99.9,77.02
2025-11-15 06:00:03,18.76,50.25,99.9,77.23
2025-11-15 06:00:18,18.76,50.23,99.9,76.88
2025-11-15 06:00:33,18.76,50.22,99.9,77.09
2025-11-15 06:00:48,18.76,50.27,99.9,77.09
2025-11-15 06:01:03,18.76,50.21,99.9,77.38
2025-11-15 06:01:18,18.76,50.21,99.9,77.09
2025-11-15 06:01:33,18.76,50.18,99.9,77.31
2025-11-15 06:01:48,18.76,50.16,99.9,77.31
2025-11-15 06:02:03,18.76,50.18,99.9,77.38
2025-11-15 06:02:18,18.76,50.16,99.9,77.31
2025-11-15 06:02:33,18.76,50.19,99.9,77.23
2025-11-15 06:02:48,18.76,50.16,99.9,77.23
2025-11-15 06:03:03,18.76,50.14,99.9,77.23
2025-11-15 06:03:18,18.76,50.14,99.9,77.09
2025-11-15 06:03:34,18.76,50.18,99.9,77.16
2025-11-15 06:03:49,18.76,50.21,99.9,77.38
2025-11-15 06:04:04,18.76,50.22,99.9,77.52
2025-11-15 06:04:19,18.76,50.23,99.9,77.23
2025-11-15 06:04:34,18.76,50.17,99.9,77.74
2025-11-15 06:04:49,18.76,50.18,99.9,77.31
2025-11-15 06:05:04,18.76,50.17,99.9,77.23
2025-11-15 06:05:19,18.76,50.15,99.9,77.23
2025-11-15 06:05:34,18.76,50.13,99.9,77.45
2025-11-15 06:05:49,18.76,50.14,99.9,77.38
2025-11-15 06:06:04,18.76,50.13,99.9,77.96
2025-11-15 06:06:19,18.76,50.18,99.91,77.31
2025-11-15 06:06:34,18.76,50.18,99.91,77.52
2025-11-15 06:06:49,18.76,50.16,99.91,77.38
2025-11-15 06:07:04,18.76,50.22,99.91,77.16
2025-11-15 06:07:19,18.76,50.24,99.91,77.23
2025-11-15 06:07:34,18.76,50.19,99.91,77.81
2025-11-15 06:07:49,18.76,50.14,99.91,77.23
2025-11-15 06:08:04,18.76,50.14,99.91,77.38
2025-11-15 06:08:20,18.76,50.15,99.91,77.23
2025-11-15 06:08:35,18.76,50.13,99.91,77.52
2025-11-15 06:08:50,18.76,50.11,99.91,77.52
2025-11-15 06:09:05,18.76,50.08,99.91,77.67
2025-11-15 06:09:20,18.76,50.08,99.91,77.67
2025-11-15 06:09:35,18.76,50.13,99.91,77.38
2025-11-15 06:09:50,18.76,50.14,99.91,77.23
2025-11-15 06:10:05,18.76,50.24,99.91,77.45
2025-11-15 06:10:20,18.75,50.27,99.91,77.31
2025-11-15 06:10:35,18.75,50.34,99.91,77.67
2025-11-15 06:10:50,18.75,50.44,99.91,77.38
2025-11-15 06:11:05,18.75,50.41,99.91,77.09
2025-11-15 06:11:20,18.75,50.4,99.91,77.09
2025-11-15 06:11:35,18.75,50.36,99.91,77.45
2025-11-15 06:11:50,18.74,50.33,99.91,77.23
2025-11-15 06:12:05,18.74,50.3,99.91,77.38
2025-11-15 06:12:20,18.74,50.26,99.91,77.45
2025-11-15 06:12:35,18.74,50.23,99.91,77.67
2025-11-15 06:12:50,18.75,50.23,99.91,77.59
2025-11-15 06:13:06,18.75,50.23,99.91,77.45
2025-11-15 06:13:21,18.75,50.23,99.91,77.23
2025-11-15 06:13:36,18.74,50.17,99.91,77.31
2025-11-15 06:13:51,18.74,50.19,99.91,77.67
2025-11-15 06:14:06,18.74,50.19,99.91,77.38
2025-11-15 06:14:21,18.74,50.22,99.91,77.38
2025-11-15 06:14:36,18.74,50.21,99.91,78.1
2025-11-15 06:14:51,18.74,50.15,99.91,77.38
2025-11-15 06:15:06,18.74,50.14,99.91,77.88
2025-11-15 06:15:21,18.74,50.17,99.91,77.81
2025-11-15 06:15:36,18.74,50.17,99.91,77.67
2025-11-15 06:15:51,18.74,50.18,99.91,77.81
2025-11-15 06:16:06,18.74,50.17,99.91,77.52
2025-11-15 06:16:21,18.74,50.2,99.91,77.81
2025-11-15 06:16:36,18.74,50.21,99.91,77.23
2025-11-15 06:16:51,18.74,50.22,99.91,77.81
2025-11-15 06:17:06,18.74,50.26,99.91,77.81
2025-11-15 06:17:21,18.74,50.28,99.91,77.52
2025-11-15 06:17:37,18.74,50.25,99.91,78.03
2025-11-15 06:17:51,18.74,50.23,99.91,77.52
2025-11-15 06:18:07,18.74,50.2,99.9,77.59
2025-11-15 06:18:22,18.74,50.15,99.9,77.45
2025-11-15 06:18:37,18.74,50.18,99.9,77.81
2025-11-15 06:18:52,18.74,50.2,99.9,77.38
2025-11-15 06:19:07,18.74,50.24,99.9,77.52
2025-11-15 06:19:22,18.73,50.2,99.9,77.59
2025-11-15 06:19:37,18.73,50.21,99.9,77.67
2025-11-15 06:19:52,18.73,50.2,99.9,77.67
2025-11-15 06:20:07,18.73,50.22,99.9,77.67
2025-11-15 06:20:22,18.73,50.21,99.9,77.67
2025-11-15 06:20:37,18.73,50.2,99.9,77.81
2025-11-15 06:20:52,18.73,50.26,99.9,78.03
2025-11-15 06:21:07,18.73,50.22,99.9,77.52
2025-11-15 06:21:22,18.73,50.2,99.89,77.52
2025-11-15 06:21:37,18.73,50.21,99.89,77.52
2025-11-15 06:21:52,18.72,50.24,99.89,78.03
2025-11-15 06:22:07,18.72,50.29,99.89,77.59
2025-11-15 06:22:22,18.72,50.28,99.89,77.52
2025-11-15 06:22:37,18.72,50.24,99.89,77.31
2025-11-15 06:22:53,18.72,50.2,99.89,77.45
2025-11-15 06:23:08,18.72,50.23,99.89,77.23
2025-11-15 06:23:23,18.72,50.25,99.89,77.88
2025-11-15 06:23:38,18.72,50.24,99.89,77.38
2025-11-15 06:23:53,18.72,50.21,99.89,77.81
2025-11-15 06:24:08,18.72,50.22,99.89,77.74
2025-11-15 06:24:23,18.72,50.23,99.89,77.81
2025-11-15 06:24:38,18.72,50.26,99.88,77.52
2025-11-15 06:24:53,18.72,50.29,99.89,78.03
2025-11-15 06:25:08,18.71,50.29,99.88,77.67
2025-11-15 06:25:23,18.71,50.29,99.88,77.52
2025-11-15 06:25:38,18.71,50.28,99.88,77.67
2025-11-15 06:25:53,18.71,50.3,99.88,77.59
2025-11-15 06:26:08,18.71,50.3,99.88,77.38
2025-11-15 06:26:23,18.71,50.28,99.88,77.67
2025-11-15 06:26:38,18.71,50.28,99.88,77.81
2025-11-15 06:26:53,18.71,50.3,99.88,77.38
2025-11-15 06:27:08,18.7,50.28,99.88,77.74
2025-11-15 06:27:24,18.7,50.31,99.88,77.74
2025-11-15 06:27:39,18.7,50.31,99.88,77.52
2025-11-15 06:27:54,18.7,50.3,99.88,77.52
2025-11-15 06:28:09,18.7,50.26,99.89,77.96
2025-11-15 06:28:24,18.7,50.31,99.89,77.59
2025-11-15 06:28:39,18.7,50.35,99.89,77.67
2025-11-15 06:28:54,18.7,50.36,99.89,77.81
2025-11-15 06:29:09,18.7,50.31,99.89,77.59
2025-11-15 06:29:24,18.7,50.29,99.89,78.39
2025-11-15 06:29:39,18.7,50.29,99.89,77.67
2025-11-15 06:29:54,18.7,50.26,99.9,78.03
2025-11-15 06:30:09,18.7,50.29,99.9,77.74
2025-11-15 06:30:24,18.7,50.33,99.9,77.96
2025-11-15 06:30:39,18.7,50.31,99.9,77.96
2025-11-15 06:30:54,18.7,50.28,99.9,77.67
2025-11-15 06:31:09,18.7,50.27,99.9,77.81
2025-11-15 06:31:24,18.7,50.28,99.9,77.96
2025-11-15 06:31:39,18.7,50.31,99.9,77.67
2025-11-15 06:31:55,18.7,50.37,99.9,77.88
2025-11-15 06:32:10,18.69,50.36,99.9,77.74
2025-11-15 06:32:25,18.69,50.3,99.9,77.67
2025-11-15 06:32:40,18.69,50.28,99.91,77.81
2025-11-15 06:32:55,18.69,50.32,99.91,77.74
2025-11-15 06:33:10,18.69,50.37,99.91,77.96
2025-11-15 06:33:25,18.69,50.37,99.91,77.74
2025-11-15 06:33:40,18.69,50.33,99.91,77.67
2025-11-15 06:33:55,18.69,50.34,99.91,77.74
2025-11-15 06:34:10,18.69,50.34,99.91,77.96
2025-11-15 06:34:25,18.69,50.32,99.91,77.81
2025-11-15 06:34:40,18.68,50.31,99.91,77.67
2025-11-15 06:34:55,18.68,50.35,99.91,77.74
2025-11-15 06:35:10,18.68,50.37,99.91,77.67
2025-11-15 06:35:25,18.68,50.34,99.91,77.74
2025-11-15 06:35:40,18.68,50.3,99.91,77.88
2025-11-15 06:35:56,18.68,50.33,99.91,77.81
2025-11-15 06:36:11,18.68,50.31,99.91,77.81
2025-11-15 06:36:26,18.68,50.38,99.91,77.81
2025-11-15 06:36:41,18.68,50.36,99.91,77.74
2025-11-15 06:36:56,18.68,50.33,99.91,78.03
2025-11-15 06:37:11,18.68,50.37,99.91,77.74
2025-11-15 06:37:26,18.68,50.37,99.91,77.67
2025-11-15 06:37:41,18.68,50.35,99.91,78.03
2025-11-15 06:37:56,18.68,50.35,99.91,77.96
2025-11-15 06:38:11,18.68,50.37,99.91,77.88
2025-11-15 06:38:26,18.68,50.36,99.91,77.96
2025-11-15 06:38:41,18.67,50.33,99.91,77.96
2025-11-15 06:38:56,18.67,50.32,99.91,78.1
2025-11-15 06:39:11,18.67,50.31,99.91,77.38
2025-11-15 06:39:26,18.67,50.38,99.91,77.52
2025-11-15 06:39:41,18.67,50.38,99.91,77.52
2025-11-15 06:39:56,18.67,50.38,99.91,78.1
2025-11-15 06:40:12,18.67,50.37,99.91,78.1
2025-11-15 06:40:27,18.67,50.36,99.91,78.1
2025-11-15 06:40:42,18.66,50.38,99.9,77.52
2025-11-15 06:40:57,18.66,50.39,99.9,77.88
2025-11-15 06:41:12,18.66,50.41,99.9,77.88
2025-11-15 06:41:27,18.66,50.4,99.9,78.62
2025-11-15 06:41:42,18.66,50.38,99.9,77.59
2025-11-15 06:41:57,18.66,50.35,99.9,78.1
2025-11-15 06:42:12,18.66,50.33,99.9,77.96
2025-11-15 06:42:27,18.66,50.35,99.9,77.88
2025-11-15 06:42:42,18.66,50.33,99.9,78.1
2025-11-15 06:42:57,18.66,50.37,99.9,77.67
2025-11-15 06:43:12,18.66,50.36,99.9,77.96
2025-11-15 06:43:27,18.66,50.33,99.9,77.96
2025-11-15 06:43:42,18.66,50.34,99.9,78.39
2025-11-15 06:43:58,18.66,50.33,99.9,78.17
2025-11-15 06:44:12,18.66,50.28,99.9,78.32
2025-11-15 06:44:27,18.66,50.28,99.9,77.96
2025-11-15 06:44:43,18.65,50.34,99.9,78.1
2025-11-15 06:44:58,18.65,50.42,99.9,78.03
2025-11-15 06:45:13,18.65,50.39,99.9,77.96
2025-11-15 06:45:28,18.65,50.39,99.9,77.74
2025-11-15 06:45:43,18.65,50.37,99.9,77.88
2025-11-15 06:45:58,18.65,50.34,99.9,78.25
2025-11-15 06:46:13,18.65,50.33,99.9,77.88
2025-11-15 06:46:28,18.65,50.39,99.9,77.88
2025-11-15 06:46:43,18.65,50.39,99.9,77.88
2025-11-15 06:46:58,18.65,50.34,99.9,78.03
2025-11-15 06:47:13,18.65,50.31,99.9,78.03
2025-11-15 06:47:28,18.65,50.33,99.89,78.03
2025-11-15 06:47:43,18.65,50.37,99.89,78.47
2025-11-15 06:47:58,18.65,50.35,99.89,78.1
2025-11-15 06:48:13,18.65,50.33,99.89,78.1
2025-11-15 06:48:28,18.65,50.34,99.89,78.39
2025-11-15 06:48:43,18.65,50.32,99.89,78.39
2025-11-15 06:48:58,18.65,50.32,99.89,77.96
2025-11-15 06:49:13,18.65,50.35,99.89,78.1
2025-11-15 06:49:29,18.65,50.4,99.89,77.96
2025-11-15 06:49:44,18.65,50.37,99.89,77.96
2025-11-15 06:49:59,18.65,50.3,99.89,78.39
2025-11-15 06:50:14,18.65,50.28,99.89,78.25
2025-11-15 06:50:29,18.65,50.3,99.89,77.96
2025-11-15 06:50:44,18.65,50.3,99.89,78.25
2025-11-15 06:50:59,18.65,50.3,99.89,77.81
2025-11-15 06:51:14,18.65,50.33,99.89,78.1
2025-11-15 06:51:29,18.65,50.39,99.89,78.17
2025-11-15 06:51:44,18.65,50.31,99.89,78.25
2025-11-15 06:51:59,18.65,50.31,99.88,78.32
2025-11-15 06:52:14,18.65,50.34,99.88,78.32
2025-11-15 06:52:29,18.65,50.34,99.89,78.17
2025-11-15 06:52:44,18.65,50.34,99.89,78.1
2025-11-15 06:52:59,18.65,50.33,99.89,78.25
2025-11-15 06:53:14,18.64,50.34,99.89,78.1
2025-11-15 06:53:29,18.64,50.32,99.89,78.17
2025-11-15 06:53:45,18.64,50.37,99.89,78.1
2025-11-15 06:54:00,18.64,50.37,99.89,78.25
2025-11-15 06:54:14,18.64,50.29,99.89,78.47
2025-11-15 06:54:29,18.64,50.29,99.89,78.39
2025-11-15 06:54:45,18.64,50.28,99.89,78.54
2025-11-15 06:55:00,18.64,50.32,99.89,78.99
2025-11-15 06:55:15,18.64,50.31,99.89,78.25
2025-11-15 06:55:30,18.64,50.28,99.89,78.69
2025-11-15 06:55:45,18.64,50.29,99.89,78.39
2025-11-15 06:56:00,18.64,50.32,99.89,78.39
2025-11-15 06:56:15,18.64,50.35,99.89,78.25
2025-11-15 06:56:30,18.64,50.37,99.89,78.39
2025-11-15 06:56:45,18.64,50.31,99.89,78.69
2025-11-15 06:57:00,18.64,50.29,99.89,78.54
2025-11-15 06:57:15,18.64,50.3,99.89,78.39
2025-11-15 06:57:30,18.64,50.35,99.89,78.39
2025-11-15 06:57:45,18.64,50.34,99.89,77.96
2025-11-15 06:58:00,18.64,50.34,99.89,78.39
2025-11-15 06:58:15,18.64,50.29,99.89,78.39
2025-11-15 06:58:30,18.64,50.26,99.89,78.47
2025-11-15 06:58:45,18.64,50.27,99.89,78.62
2025-11-15 06:59:00,18.63,50.32,99.89,78.76
2025-11-15 06:59:15,18.63,50.32,99.89,78.39
2025-11-15 06:59:31,18.63,50.28,99.89,78.69
2025-11-15 06:59:46,18.63,50.25,99.89,78.99
2025-11-15 07:00:01,18.63,50.24,99.89,78.69
2025-11-15 07:00:16,18.63,50.29,99.89,78.76
2025-11-15 07:00:31,18.63,50.31,99.89,78.54
2025-11-15 07:00:46,18.63,50.33,99.89,78.84
2025-11-15 07:01:01,18.63,50.36,99.89,78.69
2025-11-15 07:01:16,18.63,50.35,99.89,78.39
2025-11-15 07:01:31,18.63,50.4,99.89,78.39
2025-11-15 07:01:46,18.63,50.39,99.89,78.47
2025-11-15 07:02:01,18.63,50.3,99.89,78.84
2025-11-15 07:02:16,18.63,50.33,99.89,78.54
2025-11-15 07:02:31,18.63,50.36,99.89,78.99
2025-11-15 07:02:46,18.62,50.39,99.89,78.54
2025-11-15 07:03:01,18.62,50.41,99.89,78.76
2025-11-15 07:03:16,18.62,50.41,99.89,79.14
2025-11-15 07:03:31,18.62,50.38,99.89,78.76
2025-11-15 07:03:46,18.62,50.32,99.89,78.76
2025-11-15 07:04:01,18.62,50.3,99.89,78.99
2025-11-15 07:04:16,18.62,50.35,99.89,78.99
2025-11-15 07:04:31,18.62,50.38,99.89,78.54
2025-11-15 07:04:47,18.62,50.4,99.89,78.54
2025-11-15 07:05:02,18.62,50.38,99.89,78.62
2025-11-15 07:05:17,18.62,50.44,99.89,78.62
2025-11-15 07:05:32,18.61,50.43,99.89,78.76
2025-11-15 07:05:47,18.61,50.46,99.89,78.76
2025-11-15 07:06:02,18.61,50.47,99.89,78.39
2025-11-15 07:06:17,18.61,50.46,99.89,78.47
2025-11-15 07:06:32,18.61,50.47,99.89,78.62
2025-11-15 07:06:47,18.61,50.42,99.89,78.76
2025-11-15 07:07:02,18.61,50.41,99.89,78.84
2025-11-15 07:07:17,18.61,50.4,99.9,78.69
2025-11-15 07:07:32,18.61,50.48,99.9,78.54
2025-11-15 07:07:47,18.61,50.45,99.9,78.62
2025-11-15 07:08:02,18.61,50.41,99.9,78.54
2025-11-15 07:08:17,18.61,50.43,99.9,78.84
2025-11-15 07:08:32,18.61,50.41,99.9,78.99
2025-11-15 07:08:47,18.61,50.42,99.9,78.91
2025-11-15 07:09:02,18.6,50.44,99.9,78.69
2025-11-15 07:09:17,18.6,50.47,99.9,78.69
2025-11-15 07:09:32,18.6,50.51,99.9,78.54
2025-11-15 07:09:47,18.6,50.49,99.9,78.54
2025-11-15 07:10:03,18.6,50.42,99.9,78.99
2025-11-15 07:10:18,18.6,50.44,99.91,79.06
2025-11-15 07:10:33,18.6,50.44,99.91,78.69
2025-11-15 07:10:48,18.6,50.41,99.91,78.84
2025-11-15 07:11:03,18.61,50.4,99.91,78.69
2025-11-15 07:11:18,18.61,50.41,99.91,78.99
2025-11-15 07:11:33,18.62,50.4,99.91,78.99
2025-11-15 07:11:48,18.64,50.37,99.91,78.69
2025-11-15 07:12:03,18.66,50.33,99.91,78.39
2025-11-15 07:12:18,18.68,50.27,99.91,78.47
2025-11-15 07:12:33,18.71,50.24,99.91,78.54
2025-11-15 07:12:48,18.74,50.18,99.91,78.39
2025-11-15 07:13:03,18.77,50.12,99.91,78.47
2025-11-15 07:13:18,18.8,50.08,99.91,78.17
2025-11-15 07:13:33,18.83,50.04,99.91,78.1
2025-11-15 07:13:48,18.87,50.02,99.91,78.17
2025-11-15 07:14:04,18.9,49.97,99.91,78.25
2025-11-15 07:14:19,18.93,49.93,99.91,77.81
2025-11-15 07:14:34,18.96,49.87,99.91,78.1
2025-11-15 07:14:49,19.0,49.81,99.91,78.17
2025-11-15 07:15:04,19.02,49.78,99.91,77.67
2025-11-15 07:15:19,19.05,49.75,99.91,77.96
2025-11-15 07:15:34,19.06,49.73,99.91,78.03
2025-11-15 07:15:49,19.08,49.72,99.91,77.67
2025-11-15 07:16:04,19.09,49.73,99.91,77.74
2025-11-15 07:16:19,19.1,49.74,99.91,77.81
2025-11-15 07:16:34,19.1,49.75,99.91,77.38
2025-11-15 07:16:49,19.1,49.75,99.91,77.81
2025-11-15 07:17:04,19.1,49.78,99.91,77.74
2025-11-15 07:17:19,19.1,49.79,99.9,77.45
2025-11-15 07:17:34,19.1,49.87,99.9,77.52
2025-11-15 07:17:49,19.1,49.88,99.9,77.09
2025-11-15 07:18:04,19.09,49.94,99.9,77.31
2025-11-15 07:18:19,19.09,49.95,99.9,77.59
2025-11-15 07:18:34,19.08,49.97,99.9,77.09
2025-11-15 07:18:50,19.07,50.06,99.9,77.38
2025-11-15 07:19:05,19.07,50.05,99.9,77.09
2025-11-15 07:19:20,19.06,50.08,99.9,77.52
2025-11-15 07:19:35,19.05,50.09,99.9,76.81
2025-11-15 07:19:50,19.04,50.12,99.9,77.02
2025-11-15 07:20:05,19.03,50.13,99.9,77.16
2025-11-15 07:20:20,19.02,50.17,99.9,77.02
2025-11-15 07:20:35,19.01,50.17,99.9,77.16
2025-11-15 07:20:50,19.01,50.2,99.9,77.02
2025-11-15 07:21:05,19.0,50.19,99.9,76.95
2025-11-15 07:21:20,18.99,50.19,99.9,77.38
2025-11-15 07:21:35,18.98,50.17,99.9,77.02
2025-11-15 07:21:50,18.98,50.14,99.9,77.09
2025-11-15 07:22:05,18.97,50.2,99.9,77.31
2025-11-15 07:22:20,18.97,50.24,99.9,77.09
2025-11-15 07:22:35,18.97,50.21,99.9,77.02
2025-11-15 07:22:50,18.96,50.22,99.9,77.16
2025-11-15 07:23:05,18.95,50.24,99.9,76.95
2025-11-15 07:23:20,18.95,50.26,99.9,77.09
2025-11-15 07:23:36,18.94,50.27,99.9,76.74
2025-11-15 07:23:51,18.94,50.24,99.9,77.02
2025-11-15 07:24:06,18.93,50.23,99.9,76.95
2025-11-15 07:24:21,18.92,50.24,99.9,77.02
